致远中学旁边铁路大院西区小两室出售,3室1厅|87m²|共5层|2000年建造,铁路大院(北区)   樊城-华洋堂-黄鹤巷,39万
铁二院，生活非常方便，三楼三楼，看房方便,冠源小区   樊城-武商沃尔玛-大庆西路,襄樊铁路分局二院住宅1区   樊城-火车站-新华路,49.8万
水利局 4室1厅1卫 123.0平米 145.00万元,冠源小区   樊城-武商沃尔玛-大庆西路,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,145万
富春山居别墅区大平层,2室2厅|86m²|低层(共33层)|2016年建造,富春山居(公寓住宅)   襄城-凯地广场-襄南大道77号,214万
人民路小学 大庆西路冠源小区 简装小两房采光好满五,2室2厅|86m²|低层(共33层)|2016年建造,冠源小区   樊城-武商沃尔玛-大庆西路,45万
晨光31中双學区幸福小区火车站商圈上学省时交通便利,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,幸福小区   樊城-火车站-前进路146号,45万
32中松鹤路小.学长虹路（毛纺小区）塑料厂家属院3楼,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,毛纺小区   樊城-火车站-长虹路39号,81万
天元四季城商圈人民路小学 冠源小区 简装小两房三楼采光好满五,3室1厅|72m²|共5层|2002年建造,冠源小区   樊城-武商沃尔玛-大庆西路,45万
前进路供电局家属院24时热水暖气3楼精装修81平双阳台南北方,3室1厅|72m²|共5层|2002年建造,襄阳市供电局家属院   樊城-火车站-人民路172号,77万
大两室暖气房 人民路主干道,毛纺小区   樊城-火车站-长虹路39号,襄阳市供电局家属院   樊城-火车站-人民路172号,72万
环境优美阳光房 二汽悦活荟鼎府精装修拎包入住,毛纺小区   樊城-火车站-长虹路39号,连山鼎府   高新区-悦活荟-阳光路2号,75万
樊城上东郡对面 长征路小学学1区房 正规两房 南北通透,2室2厅|86m²|低层(共33层)|2015年建造,清河口街道制漆厂家属院   樊城-火车站-长征路,49万
白菜价 20中學区 教体局家属院 标准两室 院大停车方便,2室2厅|86m²|低层(共33层)|2015年建造,襄阳市襄州区教体局家属院   樊城-火车站-春园西路35号,86万
20中學区 十一局机关大院 4楼大四房 院子环境好停车方便,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,中铁十一局机关大院   樊城-万达广场-七里河路2号,175万
吾悦广场新五中商圈 长虹北路长虹官邸别墅,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,长虹观邸(别墅)   樊城-万达广场-长虹北路,185万
急急急 连山鼎府 精装修四房 性价比高 南北通透 满2年,3室2厅|100m²|低层(共32层)|2014年建造,连山鼎府   高新区-悦活荟-阳光路2号,111万
火车站幸福小区中间楼层精装修81平没有住过一满五 精装好房,3室2厅|100m²|低层(共32层)|2014年建造,幸福小区   樊城-火车站-前进路146号,75万
沃尔玛商圈人民路供电局家属院100平71万暖气两房 停车方便,连山鼎府   高新区-悦活荟-阳光路2号,襄阳市供电局家属院   樊城-火车站-人民路172号,71万
白菜价！新华路小学38中双學区 首付12万买二院经典两房,连山鼎府   高新区-悦活荟-阳光路2号,襄樊铁路分局二院住宅2区   樊城-火车站-新华路,47万
满五 住房 66万 南北通透 邮政局家属院 68平 2室1,2室1厅|55m²|共4层|1999年建造,邮政局家属院   樊城-火车站-春风巷149号,67万
无中折费用 出售汉水华城 装修好未住过 三室两厅 即买即住,2室1厅|55m²|共4层|1999年建造,汉水华城   樊城-武商沃尔玛-长虹路,158万
出售 连山鼎府精装修三房 拎包入住 满2年 采光好,中铁十一局机关大院   樊城-万达广场-七里河路2号,连山鼎府   高新区-悦活荟-阳光路2号,92万
东津世纪城86平毛坯2室全南户型学校商场旁边,中铁十一局机关大院   樊城-万达广场-七里河路2号,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,64万
樊城区长征路 标准两室,2室1厅|58m²|共5层|2000年建造,清河口街道制漆厂家属院   樊城-火车站-长征路,49万
20中划片20中划片总价低单价低小区院子大停车不愁看房有钥匙,2室1厅|58m²|共5层|2000年建造,襄阳市襄州区教体局家属院   樊城-火车站-春园西路35号,87.5万
首付18万送15万精装修中医院对面泰安华府天元四季城人民广场,玻璃厂家属院   樊城-火车站-长征路,市经信委泰安路生活区   樊城-火车站-泰安路8号,64万
二十中学中铁十一局 精装两房 南北通透拎包入住,玻璃厂家属院   樊城-火车站-长征路,中铁十一局机关大院   樊城-万达广场-七里河路2号,96万
水利局 4室1厅1卫 123.0平米 145.00万元,2室2厅|73m²|共5层|2000年建造,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,145万
万达附近 长虹官邸别墅 复式 价格实惠 阳光充足,2室2厅|73m²|共5层|2000年建造,长虹观邸(别墅)   樊城-万达广场-长虹北路,185万
悦活荟商圈 鼎府精装大四房 单价抄底 机不可失,市经信委泰安路生活区   樊城-火车站-泰安路8号,连山鼎府   高新区-悦活荟-阳光路2号,111万
人民广场商圈中医院对面邮政局家属院 满五,市经信委泰安路生活区   樊城-火车站-泰安路8号,邮政局家属院   樊城-火车站-春风巷149号,66万
无中折费用 出售汉水华城 装修好未住过 三室两厅 即买即住,2室1厅|74m²|共5层|1997年建造,汉水华城   樊城-武商沃尔玛-长虹路,158万
东津世纪城86平毛坯2室全南户型学校商场旁边,2室1厅|74m²|共5层|1997年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,64万
鼎府新出小三房 满二34中学 区 悦活荟时代天街,毛纺小区   樊城-火车站-长虹路39号,连山鼎府   高新区-悦活荟-阳光路2号,92万
南北通透 邮政局家属院 67万 85平 诚心出售 价格可议,毛纺小区   樊城-火车站-长虹路39号,邮政局家属院   樊城-火车站-春风巷149号,67万
急急急单价8000多买鼎府精装大4房 满二南北通透无遮挡,2室1厅|60m²|共5层|2000年建造,连山鼎府   高新区-悦活荟-阳光路2号,111万
长虹北路长虹官邸别墅 复试别墅 性价比很高,2室1厅|60m²|共5层|2000年建造,长虹观邸(别墅)   樊城-万达广场-长虹北路,185万
长征路 标准两室,中铁十一局机关大院   樊城-万达广场-七里河路2号,清河口街道制漆厂家属院   樊城-火车站-长征路,49万
长征路小学学 区房 制漆厂家属院 标准两室,中铁十一局机关大院   樊城-万达广场-七里河路2号,清河口街道制漆厂家属院   樊城-火车站-长征路,49万
人民广场商圈 中医院 泰安华府旁 邮政局家属院 精装二室,2室1厅|56m²|共5层|1999年建造,邮政局家属院   樊城-火车站-春风巷149号,66万
急急急 急售首付15万 中医院对面 邮政局家属院 精装两室,2室1厅|56m²|共5层|1999年建造,邮政局家属院   樊城-火车站-春风巷149号,67万
水利局 4室1厅1卫 123.0平米 145.00万元,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,145万
富春山居别墅区大平层,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,富春山居(公寓住宅)   襄城-凯地广场-襄南大道77号,214万
人民路小学 大庆西路冠源小区 简装小两房采光好满五,4室2厅|170m²|共5层|2016年建造,冠源小区   樊城-武商沃尔玛-大庆西路,45万
晨光31中双學区幸福小区火车站商圈上学省时交通便利,4室2厅|170m²|共5层|2016年建造,幸福小区   樊城-火车站-前进路146号,45万
32中松鹤路小.学长虹路（毛纺小区）塑料厂家属院3楼,富春山居(公寓住宅)   襄城-凯地广场-襄南大道77号,毛纺小区   樊城-火车站-长虹路39号,81万
天元四季城商圈人民路小学 冠源小区 简装小两房三楼采光好满五,富春山居(公寓住宅)   襄城-凯地广场-襄南大道77号,冠源小区   樊城-武商沃尔玛-大庆西路,45万
西门桥农校教师生活区4楼满五 停车方便拎包入住,2室1厅|55m²|共3层|1995年建造,西门桥卫校家属院   襄城-凯地广场-檀溪路15号,82万
襄城四中义教部 三楼 总价低 证齐满五年,2室1厅|55m²|共3层|1995年建造,三建小区   襄城-凯地广场-南街133号,68万
前进路供电局家属院24时热水暖气3楼精装修81平双阳台南北方,冠源小区   樊城-武商沃尔玛-大庆西路,襄阳市供电局家属院   樊城-火车站-人民路172号,77万
荆州街小学和四中义教部，生活五区机关院三楼4室二厅，满五,冠源小区   樊城-武商沃尔玛-大庆西路,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,148万
大两室暖气房 人民路主干道,2室1厅|56m²|共5层|2000年建造,襄阳市供电局家属院   樊城-火车站-人民路172号,72万
环境优美阳光房 二汽悦活荟鼎府精装修拎包入住,2室1厅|56m²|共5层|2000年建造,连山鼎府   高新区-悦活荟-阳光路2号,75万
樊城上东郡对面 长征路小学学1区房 正规两房 南北通透,幸福小区   樊城-火车站-前进路146号,清河口街道制漆厂家属院   樊城-火车站-长征路,49万
白菜价 20中學区 教体局家属院 标准两室 院大停车方便,幸福小区   樊城-火车站-前进路146号,襄阳市襄州区教体局家属院   樊城-火车站-春园西路35号,86万
20中學区 十一局机关大院 4楼大四房 院子环境好停车方便,2室1厅|81m²|共5层|2000年建造,中铁十一局机关大院   樊城-万达广场-七里河路2号,175万
万达附近 长虹官邸别墅 复式 价格实惠 阳光充足,2室1厅|81m²|共5层|2000年建造,长虹观邸(别墅)   樊城-万达广场-长虹北路,185万
急急急 连山鼎府 精装修四房 性价比高 南北通透 满2年,毛纺小区   樊城-火车站-长虹路39号,连山鼎府   高新区-悦活荟-阳光路2号,111万
火车站幸福小区中间楼层精装修81平没有住过一满五 精装好房,毛纺小区   樊城-火车站-长虹路39号,幸福小区   樊城-火车站-前进路146号,75万
沃尔玛商圈人民路供电局家属院100平71万暖气两房 停车方便,2室1厅|55m²|共3层|1995年建造,襄阳市供电局家属院   樊城-火车站-人民路172号,71万
人民广场商圈中医院对面邮政局家属院 满五,2室1厅|55m²|共3层|1995年建造,邮政局家属院   樊城-火车站-春风巷149号,66万
白菜价！新华路小学38中双學区 首付12万买二院经典两房,冠源小区   樊城-武商沃尔玛-大庆西路,襄樊铁路分局二院住宅2区   樊城-火车站-新华路,47万
文字603 1室1厅1卫 40.0平米 25.00万元,冠源小区   樊城-武商沃尔玛-大庆西路,文字603厂生活区   襄城-凯地广场-盛丰路6号,25万
无中折费用 出售汉水华城 装修好未住过 三室两厅 即买即住,2室2厅|81m²|共5层|1992年建造,汉水华城   樊城-武商沃尔玛-长虹路,158万
人民路小学划片送8万全新精装修天元四季城沃尔玛武商,2室2厅|81m²|共5层|1992年建造,襄烟朝阳路家属区   樊城-武商沃尔玛-朝阳路21号,50万
新上急卖万达广场松鹤路小学诸葛亮中学划片首付低小区改造一新,西门桥卫校家属院   襄城-凯地广场-檀溪路15号,绒线厂家属院   樊城-火车站-长汉路,60万
"精装两房，直接领包入住，出行方便,户型方正",西门桥卫校家属院   襄城-凯地广场-檀溪路15号,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,78万
37中學区房 实英小区 40万 42平1室1厅 满五 住房,2室1厅|57m²|共5层|1999年建造,王家台小区实英小区   樊城-火车站-丹江路30号,41万
大庆东路制漆厂家属院一室一厅三楼只售25万,2室1厅|57m²|共5层|1999年建造,清河口街道制漆厂家属院   樊城-火车站-长征路,25万
悦活荟旁 鼎府精装修四室 单价低至8200 错过拍大腿满二,三建小区   襄城-凯地广场-南街133号,连山鼎府   高新区-悦活荟-阳光路2号,111万
34中二汽转盘鼎府豪装暖气 婚房 大4房南北通透 满二,三建小区   襄城-凯地广场-南街133号,连山鼎府   高新区-悦活荟-阳光路2号,120万
复式叠拼别墅！送地下车库！万达商圈长虹观邸，把边户型采光好,2室2厅|81m²|共5层|1996年建造,长虹观邸(别墅)   樊城-万达广场-长虹北路,180万
鼎府一室双阳台带装修 满两年,2室2厅|81m²|共5层|1996年建造,连山鼎府   高新区-悦活荟-阳光路2号,50万
随时看房 二汽老区 两房两厅 南北通透 户型方正 带暖气,襄阳市供电局家属院   樊城-火车站-人民路172号,二汽老区   高新区-大润发广场-东风汽车大道30号,53万
37中片 1室1厅 满五 41万 42平 实英小区,襄阳市供电局家属院   樊城-火车站-人民路172号,王家台小区实英小区   樊城-火车站-丹江路30号,41万
35万豪华装修四室 连山鼎府135平120万急售,4室2厅|123m²|共5层|2000年建造,连山鼎府   高新区-悦活荟-阳光路2号,120万
沃尔玛南国风华路家属院简装金典一室划片人民路小学21中学,4室2厅|123m²|共5层|2000年建造,橡胶厂家属院   樊城-火车站-风华路24号,32万
长征路小学学 区房 制漆厂家属院 标准两室,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,清河口街道制漆厂家属院   樊城-火车站-长征路,49万
水利局 4室1厅1卫 123.0平米 145.00万元,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,襄阳市水利局家属院(襄城)   襄城-广电中心-滨江路10号,145万
长虹北路长虹官邸别墅 复试别墅 性价比很高,2室2厅|100m²|共5层|2005年建造,长虹观邸(别墅)   樊城-万达广场-长虹北路,185万
人民广场商圈 中医院 泰安华府旁 邮政局家属院 精装二室,2室2厅|100m²|共5层|2005年建造,邮政局家属院   樊城-火车站-春风巷149号,66万
20中学.区中装步梯大2房 单位家属院停车方便满五 可按揭,襄阳市供电局家属院   樊城-火车站-人民路172号,襄阳市襄州区教体局家属院   樊城-火车站-春园西路35号,86.5万
悦活荟商圈 鼎府精装大四房 单价抄底 机不可失,襄阳市供电局家属院   樊城-火车站-人民路172号,连山鼎府   高新区-悦活荟-阳光路2号,111万
文字603 1室1厅1卫 40.0平米 25.00万元,2室2厅|76m²|低层(共33层)|2014年建造,文字603厂生活区   襄城-凯地广场-盛丰路6号,25万
新上万达广场松鹤路小学诸葛亮中学划片二房,2室2厅|76m²|低层(共33层)|2014年建造,绒线厂家属院   樊城-火车站-长汉路,60万
无中折费用 出售汉水华城 装修好未住过 三室两厅 即买即住,连山鼎府   高新区-悦活荟-阳光路2号,汉水华城   樊城-武商沃尔玛-长虹路,158万
划人民路小学 小两室 拎包入住 有停车位 包税,连山鼎府   高新区-悦活荟-阳光路2号,襄烟朝阳路家属区   樊城-武商沃尔玛-朝阳路21号,50万
上学不求人 37中 华洋堂对面 实英小学 精装1室 黄晶楼层,2室1厅|60m²|共5层|1995年建造,王家台小区实英小区   樊城-火车站-丹江路30号,41万
联排叠墅160平2层长虹观邸185万送车位储藏室42中學区房,2室1厅|60m²|共5层|1995年建造,长虹观邸(别墅)   樊城-万达广场-长虹北路,185万
沃尔玛南国风华路家属院简装金典一室划片人民路小学21中学,清河口街道制漆厂家属院   樊城-火车站-长征路,橡胶厂家属院   樊城-火车站-风华路24号,32万
