珠海,华夏唯爱主题酒店(斗门体育馆中兴南路店),,4.8,,斗门区井岸镇中兴南路308号与江湾一路交汇处（顺客隆商场旁，近斗门区体育馆）
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,客来居民宿,,5,,金湾区三灶镇海澄白石公村桂花里南28号（近机场）
珠海,新濠润假日酒店(润通楼店),,4.3,,香洲区水湾路19号
珠海,懒居公寓,,4.2,,香洲区金凤路宁堂村7号
珠海,华羽民富酒店(拱北口岸店),,4.7,,香洲区拱北夏湾粤海中路2067号
珠海,元启堂生态酒店,,4.1,,香洲区夏湾路280号春泽名园正门旁
珠海,阳光玫瑰优品酒店,,4.7,,香洲区南屏北山正街北一巷7号（近北山牌坊、华发商都）
珠海,金皇大酒店,,4.7,,金湾区平沙二路1088号（平沙客运站旁）
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,尚客优连锁酒店(拱北口岸店),,4.5,,香洲区拱北莲花路293号（粤华社区居委会旁）
珠海,唛潮酒店(拱北口岸夏湾店),,3.7,,香洲区夏湾粤华西路271-275号（第二人民医院巴士站旁）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,派酒店(珠海拱北口岸城轨总站店),,4.6,,香洲区迎宾南路2039号（距拱北口岸1.2公里，恒虹世纪广场旁）
珠海,左岸骊景花园酒店,,4.5,,金湾区升平大道中336号
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,星住·星月湾酒店(珠海歌剧院情侣中路店),,5,,香洲区朝阳路物资大厦1楼（朝阳市场旁）
珠海,宏安公寓,,4.7,,斗门区井岸镇新堂商业街31号（新堂市场南）
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,思橙临宇度假公寓(华发商都海印又一城店),,5,,香洲区南湾北路海印又一城C3栋1210室（近华发商都、南屏市场）
珠海,华夏唯爱主题酒店(斗门体育馆中兴南路店),,4.8,,斗门区井岸镇中兴南路308号与江湾一路交汇处（顺客隆商场旁，近斗门区体育馆）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,客来居民宿,,5,,金湾区三灶镇海澄白石公村桂花里南28号（近机场）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,同学青年旅舍,,4.8,,香洲区拱北联安路188号骏发山庄2栋骏雅阁3501（骏德会酒店旁）
珠海,凯悦丽景酒店(粤海路店),,5,,香洲区粤海东路1155号
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,麗枫酒店(珠海情侣中路歌剧院店),,4.9,,香洲区朝阳路111号
珠海,东澳岛海景度假屋,,4.1,,香洲区东澳岛军民路4号
珠海,莫泰酒店(珠海柠溪路店),,4.3,,香洲区柠溪路338号
珠海,维也纳国际酒店(珠海机场店),,4.7,,金湾区映月路8号
珠海,左岸骊景花园酒店,,4.5,,金湾区升平大道中336号
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,星住·星月湾酒店(珠海歌剧院情侣中路店),,5,,香洲区朝阳路物资大厦1楼（朝阳市场旁）
珠海,同学青年旅舍,,4.8,,香洲区拱北联安路188号骏发山庄2栋骏雅阁3501（骏德会酒店旁）
珠海,维也纳国际酒店(珠海高栏港国际店),,4.9,,金湾区珠海大道第首未来港
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,宏安公寓,,4.7,,斗门区井岸镇新堂商业街31号（新堂市场南）
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,如家酒店(珠海吉大九洲城店),,4.6,,香洲区吉大景乐路36号（距吉大公交站250米，新华书店旁）
珠海,富绅民宿(拱北口岸店),,4.2,,香洲区迎宾南路新米兰百货停车场，中建大厦旁
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,艾米精品公寓(华发商都海印又一城店),,5,,香洲区南湾北路海印又一城C3栋511室
珠海,思橙临宇度假公寓(华发商都海印又一城店),,5,,香洲区南湾北路海印又一城C3栋1210室（近华发商都、南屏市场）
珠海,TOWO上品酒店(珠海机场正表店),,5,,金湾区三灶镇正表村东平街126号（近珠海金湾机场）
珠海,客来居民宿,,5,,金湾区三灶镇海澄白石公村桂花里南28号（近机场）
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,方程式睡梦馆酒店,,4.9,,香洲区拱北侨岭街79号2单元1楼
珠海,同学青年旅舍,,4.8,,香洲区拱北联安路188号骏发山庄2栋骏雅阁3501（骏德会酒店旁）
珠海,维也纳国际酒店(珠海高栏港国际店),,4.9,,金湾区珠海大道第首未来港
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,星住·星月湾酒店(珠海歌剧院情侣中路店),,5,,香洲区朝阳路物资大厦1楼（朝阳市场旁）
珠海,仁熙假日酒店,,4.9,,金湾区三灶镇海澄正表村泰平街一巷50号
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,雨潼酒店式公寓,,4.9,,金湾区三灶镇田心村乐康街二巷28号
珠海,珠海粤财皇冠假日酒店,,4.9,,香洲区吉大景山路188号（近九洲城、国贸购物广场）
珠海,依山壹舍民宿,,4.9,,金湾区琴石路462号
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,八号住宿(安堂店),,4.7,,金湾区福堂街二巷8号（距百世汇通快递100米，海乐购后面）
珠海,麗枫酒店(珠海富力优派广场店),,4.8,,香洲区宝盛路与宝利路交汇处富力优派广场D栋1楼
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,春天里主题客栈(珠海华发商都南屏步行街店),,4.7,,香洲区南屏步行街12号
珠海,TOWO上品酒店(珠海机场正表店),,5,,金湾区三灶镇正表村东平街126号（近珠海金湾机场）
珠海,领峰酒店公寓,,5,,金湾区三灶镇正表村升平街6号
珠海,梦海酒店公寓(机场店),,4.6,,金湾区白石公村桂花里中57号（机场候机楼正对面）
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,维也纳国际酒店(珠海高栏港国际店),,4.9,,金湾区珠海大道第首未来港
珠海,城市便捷酒店(珠海斗门井岸大信步行街店),,4.6,,斗门区井岸镇港霞东路179号
珠海,宏安公寓,,4.7,,斗门区井岸镇新堂商业街31号（新堂市场南）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,星住·星月湾酒店(珠海歌剧院情侣中路店),,5,,香洲区朝阳路物资大厦1楼（朝阳市场旁）
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,珠海粤财皇冠假日酒店,,4.9,,香洲区吉大景山路188号（近九洲城、国贸购物广场）
珠海,同学青年旅舍,,4.8,,香洲区拱北联安路188号骏发山庄2栋骏雅阁3501（骏德会酒店旁）
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,TOWO上品酒店(珠海机场正表店),,5,,金湾区三灶镇正表村东平街126号（近珠海金湾机场）
珠海,富绅民宿(拱北口岸店),,4.2,,香洲区迎宾南路新米兰百货停车场，中建大厦旁
珠海,88连锁酒店,,4.3,,斗门区连桥路299号1栋
珠海,海悦酒店(拱北口岸桂花南路店),,5,,香洲区拱北口岸桂花南路88号桂花苑1楼大厅
珠海,7天酒店·珠海斗门大信新都汇步行街店,,4.3,,斗门区中兴中路214号（麦当劳对面）
珠海,海悦酒店(拱北口岸粤海东路店),,4.9,,香洲区粤海东路1006号华发广场B座（粤海东公交站旁，距离情侣南路海岸200米）
珠海,维也纳国际酒店(珠海高栏港国际店),,4.9,,金湾区珠海大道第首未来港
珠海,城市便捷酒店(珠海斗门井岸大信步行街店),,4.6,,斗门区井岸镇港霞东路179号
珠海,宏安公寓,,4.7,,斗门区井岸镇新堂商业街31号（新堂市场南）
珠海,乐悠悠国际公寓,,4.8,,香洲区祥澳路108号横琴国贸大厦
珠海,星住·星月湾酒店(珠海歌剧院情侣中路店),,5,,香洲区朝阳路物资大厦1楼（朝阳市场旁）
珠海,背包客太空舱酒店(拱北口岸店),,4.5,,香洲区迎宾南路迎宾广场五座三楼（麦当劳楼上，临近拱北口岸）
珠海,珠海粤财皇冠假日酒店,,4.9,,香洲区吉大景山路188号（近九洲城、国贸购物广场）
珠海,同学青年旅舍,,4.8,,香洲区拱北联安路188号骏发山庄2栋骏雅阁3501（骏德会酒店旁）
珠海,金瑞华酒店,,4.2,,香洲区前山路62号（近前山巴士站、圆明新园）
珠海,尚宜客酒店(拱北口岸富华里店),,4.4,,香洲区富华里百合街3号阳光公寓7栋（富华里背后）
珠海,天航连锁酒店(金湾机场店),,4.9,,金湾区正表村西平街1号（金湾机场出发大厅斜对面）
珠海,珠海度假村酒店,,4.6,,香洲区石花东路9号
珠海,侨联住宿(珠海斗门店),,4.2,,斗门区斗门大道北126号
珠海,TOWO上品酒店(珠海机场正表店),,5,,金湾区三灶镇正表村东平街126号（近珠海金湾机场）
珠海,富绅民宿(拱北口岸店),,4.2,,香洲区迎宾南路新米兰百货停车场，中建大厦旁
珠海,88连锁酒店,,4.3,,斗门区连桥路299号1栋
