东津世纪城86平毛坯2室全南户型学校商场旁边,2室2厅|86m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,64万
东津世纪城14区初中部旁 精装两室8500起房东急售有钥匙,2室2厅|80m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,69万
东津新区 世纪城14区80平精装两室 户型方正 楼层好 急售,2室2厅|80m²|低层(共33层)|2012年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,69.5万
"东津世纪城14区崇文府 ,新上140平，小区中间位置低层，",4室2厅|140m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,102万
东津世纪城 117平精装修 送家具家电,3室2厅|116m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,105万
东津世纪城14区122平3室2厅单价7000左右,3室2厅|122m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,89万
东津世纪城 毛坯大三室 诚意出售 .环境优美.配套齐全！,3室2厅|122m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,88万
东津世纪城88平豪华装修，楼层不高拎包入住,2室2厅|88m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,78万
世纪城一楼带花园经典毛坏二室无浪费面积,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,77万
捡漏毛坯大两室 视野无遮挡 到价可签约 支持按揭,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,63万
东津世纪城 四中对面 三室毛坯单价7100,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,72万
首付无要求73万诚售东津世纪城中小学对面看房有钥匙近小区出口,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,73万
东津14区 两室精装修 单价8600 送家具家电 正常首付,2室2厅|80m²|低层(共33层)|2012年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,69.5万
价格你说了算，东津14区精装2房， 楼层，送家具家电，急卖,2室2厅|80m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,68万
东津世纪城86平毛坯2室全南户型学校商场旁边,2室2厅|86m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,64万
东津世纪城 117平精装修 送家具家电,3室2厅|116m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,105万
"东津世纪城14区122平3室2厅单价7000左右
主推",3室2厅|122m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,89万
东津世纪城低楼层 精装未入住 小区旁 无遮挡,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,80万
东津世纪城 四中对面 三室毛坯单价7100,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,72万
14区精装修 好楼层 20多万贷款可正常首付,2室2厅|80m²|低层(共33层)|2012年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,69.5万
80平 2室2厅 68万 朝南 东津世纪城14区崇文府,2室2厅|80m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,68.5万
东津世纪城 四中对面 三室毛坯单价7100,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,72万
14区精装修 好楼层 20多万贷款可正常首付,2室2厅|80m²|低层(共33层)|2012年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,69.5万
东津世纪城 四中对面 三室毛坯 单价7100 价格很便宜,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,72万
东津世纪城 四中对面 三室毛坯单价7100,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,72万
急售 117平 学區房 家电家私齐全 拎包入住,3室2厅|117m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,99万
14区一楼送超大花园，三房两厅两卫， 大花园户型,3室2厅|117m²|低层(共31层)|2017年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,105万
东津世纪城14区交通方便中小学大三房毛坯诚心出售,3室2厅|99m²|低层(共32层)|2017年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,76万
99平全新精装三房 无个税 无按揭 可低首付,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,86万
东津世纪城102平精装修三室 房本满二 可拎包入住,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,90万
东津3房视野采光好离学校近 毛坯新房随意装修,3室2厅|102m²|低层(共33层)|2015年建造,东津世纪城2区金城府   襄州-东津世纪城-长吉路,85.5万
东津世纪城 学曲房中层 毛坯3室 紧临高铁站 绿地蓝光未来城,3室2厅|117m²|低层(共33层)|2016年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,90万
东津世纪城12区 12号楼,3室2厅|116m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,101万
东津世纪城102平毛坯3室四中旁采光好视野开阔,3室2厅|102m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,76.5万
东津三室学區房，餐客一体，无浪费面积，随意装修，看房方便！,3室2厅|99m²|低层(共33层)|2013年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,74万
东津世纪城88平毛坯两室四中旁首付3成即可,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,65万
90万 南北通透 2室2厅 满二 住房 民发世界城浪琴苑,2室2厅|91m²|低层(共32层)|2014年建造,民发世界城浪琴苑   襄州-民发世界城-永安南路,90万
东津世纪城实验小学襄阳四中,2室2厅|82m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,70万
东津精装修满二税费少位置好视野好,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,75万
"一楼带花园 诚心出售 可以种花种菜,前面无遮挡",2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,75万
南北通透 65万 电梯房 看房方便 有钥,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,65万
东津世纪城88平两室毛坯房，楼层不高，双学區看房方便,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,63万
东津世纪城86平毛坯两室 首付仅需13万起 无个税,2室2厅|86m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,65万
东津南北通透3房视野好学校旁,4室2厅|125m²|低层(共33层)|2014年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,103万
产证满两年精装小三房中间楼层 边户业主置换割爱急售东津世纪城,3室2厅|102m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,86万
东津满二 住房 100平 87万 3室2厅 看房方便,3室2厅|100m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,87万
骧龙国际一期，毛柸大三室，有证可贷款，随时看房子,3室2厅|141m²|低层(共30层)|2016年建造,骧龙国际   襄城-凯地广场-环山路,123万
东津世纪城102平精装三室,3室2厅|102m²|低层(共33层)|2016年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,98万
九区102平全新精装修 采光好 满二省税,3室2厅|102m²|低层(共33层)|2014年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,95万
电梯房 住房 116万 东津世纪城16区天境台 116平,3室2厅|116m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,116万
南北通透 88平 70万 电梯房 2室2厅 诚心出售 价格可,2室2厅|88m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,70万
东津世纪城12区，交通方便中小学，大3房精装修，证满2年,3室2厅|99m²|低层(共32层)|2017年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,92万
东津世纪城122平，满二税少，中间楼层临近商场四中初中及小学,3室2厅|122m²|低层(共33层)|2010年建造,东津世纪城13区翰林院   襄州-东津世纪城-劲松路,93万
海容小学精装电梯两室南北通透 好楼层 拎包入住,2室2厅|88m²|低层(共32层)|2016年建造,骧龙国际   襄城-凯地广场-环山路,98万
东津特有小三房户型两卧朝南房本满两年税费少，东津世纪城,3室2厅|100m²|低层(共33层)|2014年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,85万
东津世纪城117平精装修，家具家电齐全，房本在手，看房方便！,3室2厅|117m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,101万
满两年 精装修 中间楼层 首付三成 从未入住 一手,3室2厅|102m²|低层(共33层)|2018年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,87万
东津世纪城 四中对面 三室毛坯单价7100,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,72万
东津世纪城3房精装修4中学校对面小区大门口位置好采光好急售,3室2厅|117m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,98万
东津世纪城16区 民发世纪广场 小四中初中小学 汉水小学旁,3室2厅|116m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,118万
东津世纪城102平精装修三室 房本满二 可拎包入住,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,90万
东津新上好房，满二 ，精装修伶包入住，看房方便，诚售,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,85万
99平全新精装三房 无个税 无按揭 可低首付,3室2厅|99m²|低层(共33层)|2016年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,86万
东津世纪城 学曲房中层 毛坯3室 紧临高铁站,3室2厅|117m²|低层(共33层)|2016年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,90万
东津世纪城86平毛坯两室 首付仅需13万起 无个税,2室2厅|86m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,65万
东津世纪城实验小学襄阳四中,2室2厅|82m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,70万
民发世界城浪琴苑，毛坯二室，采光良好，南北通透，满二,2室2厅|91m²|低层(共32层)|2014年建造,民发世界城浪琴苑   襄州-民发世界城-永安南路,90万
东津世纪城 毛坯两室诚意出售送小花园 手续齐全。支持按揭,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,75万
九年义务教育一站式价格美丽看房方便,2室2厅|88m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,63万
东津世纪城88平毛坯两室四中旁首付3成即可,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,65万
东津精装修满二税费少位置好视野好,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,75万
东津世纪城12区 12号楼,3室2厅|116m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,101万
海容小 学精装电梯两室君临山 恒大 碧桂园旁骧龙国际拎包入住,2室2厅|88m²|低层(共32层)|2016年建造,骧龙国际   襄城-凯地广场-环山路,98万
东津世纪城102平精装修三室 房本满二 可拎包入住,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,90万
东津世纪城 小花园洋房，学校旁边.9年义务教育一站式,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,76万
东津精装修满二税费少位置好视野好,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,75万
东津世纪城86平毛坯两室 首付仅需13万起 无个税,2室2厅|86m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,65万
东津世纪城12区 12号楼,3室2厅|116m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,101万
骧龙国际精装小2房 楼层好 海荣小学 君临山 恒大名都旁,2室2厅|88m²|低层(共32层)|2016年建造,骧龙国际   襄城-凯地广场-环山路,98万
东津一楼带花园 卖一套少一套 可三成首付 看房方便,2室2厅|88m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,75万
东津世纪城86平毛坯两室 首付仅需13万起 无个税,2室2厅|86m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,65万
东津精装修满二税费少位置好视野好,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,75万
恒大名都旁骧龙国际精装两室 看房方便 价格可谈 可按揭入住,2室2厅|88m²|低层(共32层)|2016年建造,骧龙国际   襄城-凯地广场-环山路,98万
东津世纪城 88平装修 满2年 省营业税 看房方便,2室2厅|88m²|低层(共33层)|2016年建造,东津世纪城9区菁华园   襄州-东津世纪城-劲松路,75万
东津世纪城99平精装3室小区大门口带车位,3室2厅|99m²|低层(共33层)|2013年建造,东津世纪城11区观澜郡   襄州-东津世纪城-劲松路,90万
东津二室精装修，L大瓢窗，家具家电齐全，伶包入住，可按揭！,2室2厅|82m²|低层(共33层)|2013年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,75万
满2年正常首付东津世纪城精装房家电家具全留可直接拎包入住,3室2厅|102m²|低层(共33层)|2014年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,86万
抢单价4千多 和信清河城 首付十几万住新小区电梯房 一手新房,3室2厅|120m²|低层(共32层)|2018年建造,和信清河城   襄州-嘉佰惠广场-207国道,54万
好房来袭，东津世纪城8区102平精装修，全新未入住，满二,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城8区新外滩   襄州-东津世纪城-劲松路,90万
东津世纪城102平精装3室未入住满两年中间楼层,3室2厅|102m²|低层(共33层)|2015年建造,东津世纪城8区新外滩   襄州-东津世纪城-劲松路,91万
东津世纪城16区，99平精装小三室客餐一体，全新未入住采光好,3室2厅|99m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,86万
东津世纪城3房双阳台精装修房本满2 税少业主置换诚心出售,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,85万
民发世界城浪琴苑 2室现房！满二年！可正常首付,2室2厅|91m²|低层(共32层)|2014年建造,民发世界城浪琴苑   襄州-民发世界城-永安南路,90万
东津世纪城122平3室精装修南北通正常首付随时看房,3室2厅|122m²|中层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,109万
单价7500东津世纪城中间楼层前排无遮挡靠近小区门口有钥匙,3室2厅|102m²|中层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,77.5万
东津世纪城 H1户型 学府对面正常首付 精装未入住 楼层,3室2厅|100m²|中层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,95万
靠近学校商场很少入住保养好干净,3室2厅|127m²|低层(共33层)|2018年建造,东津世纪城13区翰林院   襄州-东津世纪城-劲松路,115万
东津世纪城11区127平毛坯大三室，临浩然河，南北通透采光好,3室2厅|127m²|低层(共33层)|2013年建造,东津世纪城11区观澜郡   襄州-东津世纪城-劲松路,98万
东津世纪城86平毛坯两室 首付仅需13万起 无个税,2室2厅|86m²|低层(共33层)|2015年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,65万
航空路！碧桂园城市之光.团购均价7千多，看房,3室2厅|105m²|低层(共33层)|2020年建造,碧桂园城市之光   襄州-东津世纪城-航空路,74万
东津世纪城12区精装修117平大三室，拎包入住，南北通透,3室2厅|117m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,101.5万
好房推荐！明发世界城汇景园，毛坯三室，房主诚心出售，正常首付,3室2厅|134m²|低层(共32层)|2014年建造,民发世界城汇景园   襄州-民发世界城-汉津路,115万
急售 东津世纪城100平精装三室 房产证满2年 送家具家电,3室2厅|100m²|低层(共33层)|2013年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,88万
襄州区航空路民发世界城汇景园百洋欧典均价8000多满五,3室2厅|134m²|低层(共32层)|2012年建造,民发世界城汇景园   襄州-民发世界城-汉津路,116万
东津世纪城 学曲房中层 毛坯3室 紧临高铁站,3室2厅|117m²|低层(共33层)|2016年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,90万
房产证满两年中间楼层正常首付近商场,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城11区观澜郡   襄州-东津世纪城-劲松路,83万
东津满二税费少位置好视野好挨近商业街,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城11区观澜郡   襄州-东津世纪城-劲松路,83万
精装修117平，送家具家电，12区，拎包入住，东津世纪城二手,3室2厅|117m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,101万
房产证满2年，100平，三室，东津世纪城12区，送家具家电,3室2厅|100m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,85万
117平 满二 东津世纪城 房东诚意置换 精装修,3室2厅|117m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,100万
正常首付东津世纪城纯毛坯自由装修设计视野好采光好上学方便,3室2厅|122m²|低层(共33层)|2015年建造,东津世纪城13区翰林院   襄州-东津世纪城-劲松路,94万
沃尔玛隔壁汉水华城电梯房毛坯两房看房方便,2室2厅|88m²|低层(共32层)|2015年建造,汉水华城   樊城-武商沃尔玛-长虹路,100万
东津豪装大2房全南采光可按揭4中初中部旁,2室2厅|88m²|低层(共33层)|2015年建造,东津世纪城13区翰林院   襄州-东津世纪城-劲松路,93万
东津世纪城实验小学襄阳四中,2室2厅|82m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,70万
汉水华城 精装修 中间楼层 拎包入住 沃尔玛商圈 看房有钥匙,2室2厅|78m²|低层(共31层)|2015年建造,汉水华城   樊城-武商沃尔玛-长虹路,92万
骧龙国际 大三室 南北通透户型 双阳台 朝南户型 有证可贷款,3室2厅|141m²|低层(共30层)|2017年建造,骧龙国际   襄城-凯地广场-环山路,124万
二汽鼎府 毛坯三室 业主诚售,3室2厅|113m²|低层(共33层)|2010年建造,连山鼎府   高新区-悦活荟-阳光路2号,90万
东津14区 简陋房源 精装两室 婚房没住过，家具家电全送,2室2厅|88m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,83万
东津精装修带车位位置好 视野好,2室2厅|88m²|中层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,78万
东津温馨2房学校对面全天采光,2室2厅|86m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,75万
业主急售，东津世纪城精装两房，襄阳四中初中部对面，才卖71万,2室2厅|80m²|高层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,71万
东津世纪城 80平精装修温馨小两房全可拎包入住,2室2厅|80m²|高层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,74万
带衣帽间户型前后无遮挡，南北通透 看房方便，君临山旁骧龙国际,3室2厅|143m²|低层(共30层)|2016年建造,骧龙国际   襄城-凯地广场-环山路,130万
新上看中可议价 2房满两年 家具家电全留 首付20万即可拥有,2室2厅|79m²|低层(共33层)|2015年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,70万
东津世纪城86平大两室 两梯三户 中间楼层 采光佳！,2室2厅|86m²|低层(共33层)|2014年建造,东津世纪城13区翰林院   襄州-东津世纪城-劲松路,65万
天元世纪城旁人民路小学划片 精装电梯大3房南北通透双阳台边户,3室2厅|124m²|低层(共32层)|2013年建造,尚城名门   樊城-武商沃尔玛-人民路,152万
前进路瑞泰欣城三室电梯房精装修拎包入住,3室2厅|106m²|低层(共32层)|2008年建造,瑞泰欣城   樊城-火车站-前进路62号,100万
家乐福商圈 融侨城毛坯大三室南北通透 一手新房找我享团购价,3室2厅|129m²|低层(共32层)|2019年建造,融侨城(南区)   樊城-火车站-板桥路16号,116万
汉江国际精装三室 147万 沿江大道长虹路二桥头沃尔玛商圈,3室2厅|139m²|低层(共32层)|2012年建造,闽发汉江国际   樊城-火车站-沿江大道特1号,147万
绿地三期130平毛坯三室,3室2厅|130m²|低层(共33层)|2016年建造,绿地香庭公馆   樊城-火车站-中原西路,127万
精装满两年家电家具全留 首付只要26万 即可入住襄阳四中对面,3室2厅|102m²|低层(共33层)|2018年建造,东津世纪城12区花漫里   襄州-东津世纪城-劲松路,86万
环境优雅，品质至上！襄州（民发世界城）汇景园大三室，随时看房,3室2厅|134m²|低层(共32层)|2014年建造,民发世界城汇景园   襄州-民发世界城-汉津路,115万
东津11区（观澜郡）3室2厅1卫102.0平米,3室2厅|102m²|低层(共33层)|2013年建造,东津世纪城11区观澜郡   襄州-东津世纪城-劲松路,83万
东津世纪城 学曲房中层 毛坯3室 紧临高铁站,3室2厅|117m²|低层(共33层)|2016年建造,东津世纪城16区天境台   襄州-东津世纪城-劲松路,90万
