长虹路沃尔玛背后汉水华城公寓层高5.4米 买一得二 南北通透,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,汉水华城   樊城-武商沃尔玛-长虹路,11021元/m²
东津世纪城 毛坯房给您更多的自由装修空间 诚心出售 价格低,3室2厅|117m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7550元/m²
长虹路沃尔玛隔壁 汉水华城 毛坯四室 南北通透,3室2厅|117m²|低层(共33层)|2015年建造,汉水华城   樊城-武商沃尔玛-长虹路,11552元/m²
东津世纪城襄阳小四中 中间楼层装修未入住,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,9344元/m²
汉水锦苑3室2厅1卫110.0平米,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,汉水华城   樊城-武商沃尔玛-长虹路,13000元/m²
无中折费用 出售汉水华城 装修好未住过 三室两厅 即买即住,3室2厅|102m²|低层(共33层)|2016年建造,汉水华城   樊城-武商沃尔玛-长虹路,12052元/m²
东津世纪城 三室毛坯单价7100 房主工作调动便宜出售,3室2厅|102m²|低层(共33层)|2016年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7237元/m²
东津14区带40平左右花园户型通透采光好,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,8975元/m²
东津世纪城一楼带花园毛坯小三室诚意出售,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,9091元/m²
东津世纪城102平毛坯3室四中旁采光好视野开阔,3室2厅|99m²|低层(共32层)|2017年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7500元/m²
东津世纪城117平一楼带50多平大花园，随意装修，房本在手！,3室2厅|99m²|低层(共32层)|2017年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,8804元/m²
东津世纪城14区122平3室2厅单价7000左右,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7296元/m²
世纪城一楼带花园经典毛坏二室无浪费面积,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,8750元/m²
捡漏毛坯大两室 视野无遮挡 到价可签约 支持按揭,3室2厅|117m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7125元/m²
南北通透 65万 电梯房 看房方便 有钥,3室2厅|117m²|低层(共33层)|2014年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7387元/m²
单层价格五千多买层高5.4米汉水华城商铺 首先 找我团购价,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,汉水华城   樊城-武商沃尔玛-长虹路,11952元/m²
[ 找我买新房超值折扣! ] 沃尔玛汉水华城买一套送一套！,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,汉水华城   樊城-武商沃尔玛-长虹路,11429元/m²
一手新房5.4米层高买一套送一套长虹路沃尔玛汉水华城泛悦广场,3室2厅|100m²|低层(共33层)|2015年建造,汉水华城   樊城-武商沃尔玛-长虹路,11021元/m²
首付无要求73万诚售东津世纪城中小学对面看房有钥匙近小区出口,3室2厅|100m²|低层(共33层)|2015年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7359元/m²
东津世纪城襄阳小四中 中间楼层装修未入住,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,9344元/m²
东津世纪城 102平纯毛坯房 小区前排 采光视野极好 有钥匙,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7550元/m²
无中折费用 出售汉水华城 装修好未住过 三室两厅 即买即住,3室2厅|99m²|低层(共33层)|2013年建造,汉水华城   樊城-武商沃尔玛-长虹路,12052元/m²
东津世纪城 四中对面 三室毛坯单价7100,3室2厅|99m²|低层(共33层)|2013年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7237元/m²
东津世纪城88平两室毛坯房，楼层不高，双学區看房方便,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7160元/m²
市中心位置 汉水华城 5.4米层高 沃尔玛商圈 找我团购价,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,汉水华城   樊城-武商沃尔玛-长虹路,11858元/m²
长虹路沃尔玛汉水华城 一手新房5.4米层高,3室2厅|110m²|低层(共32层)|2017年建造,汉水华城   樊城-武商沃尔玛-长虹路,11021元/m²
首付无要求73万诚售东津世纪城中小学对面看房有钥匙近小区出口,3室2厅|110m²|低层(共32层)|2017年建造,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7359元/m²
东津世纪城超低均价 均价7100 买就是赚 现房 可看房,汉水华城   樊城-武商沃尔玛-长虹路,东津世纪城14区崇文府   襄州-东津世纪城-劲松路,7160元/m²
长虹路 沃尔玛商圈 汉水华城 一手新房 复式两层层高5.4米,汉水华城   樊城-武商沃尔玛-长虹路,汉水华城   樊城-武商沃尔玛-长虹路,10193元/m²
沃尔玛商圈 汉水华城公寓 5.4米层高民水民电大型落地玻璃窗,3室2厅|99m²|低层(共33层)|2016年建造,汉水华城   樊城-武商沃尔玛-长虹路,11858元/m²
首先长虹路沃尔玛汉水华城，，,3室2厅|99m²|低层(共33层)|2016年建造,汉水华城   樊城-武商沃尔玛-长虹路,10193元/m²
